Header Size:	 78	 	 
Pulse Version:	 42	 	 
Decimal Symbol:	,	 	 
Date Format:	dd-MM-yyyy	 	 
Time Format:	HH:mm:ss:mmm	 	 
Data Type:	Complex	 	 
Slice:	False	 	 
Z-Axis type:	Linear	 	 
Z-Axis size:	1	 	 
Z-Axis unit:	 	 	 
Z-Axis first value:	  0,0000000000e+00	 	 
Z-Axis delta:	  1,0000000000e+00	 	 
X-Axis type:	Linear	 	 
X-Axis size:	6401	 	 
X-Axis unit:	Hz	 	 
X-Axis first value:	  0,0000000000e+00	 	 
X-Axis delta:	  2,0000000000e+00	 	 
	 	 	 
AmplitudeUnit:	Pa/V	 	 
Analyzer:	FFT_Spectrum_Averaging	 	 
AnalyzerName:	FFT Analyzer4	 	 
	 	 	 
	 	 	 
Bipolar:	True	 	 
CenterFrequency:	  6,4000000000e+03	 	 
	 	 	 
	 	 	 
	 	 	 
	 	 	 
	 	 	 
	 	 	 
	 	 	 
	 	 	 
Domain:	1	 	 
Function:	Frequency Response	 	 
	 	 	 
InputRange:	  1,0000000000e+01	 	 
	 	 	 
	 	 	 
MultiBufferName:	Input	 	 
NBW:	  1,5000000000e+00	 	 
	 	 	 
OverlapFailed:	False	 	 
Overrun:	False	 	 
Power:	False	 	 
	 	 	 
Ratio:	True	 	 
RecordLength:	  5,0000000000e-01	 	 
ReducedSize:	True	 	 
Ref_Signal:	Signal 1	 	 
	 	 	 
	 	 	 
RefSignalUnit:	V	 	 
	 	 	 
	 	 	 
Signal:	Signal 59	 	 
	 	 	 
SignalUnit:	Pa	 	 
	 	 	 
	 	 	 
	 	 	 
Title:	Frequency Response H1(Signal 59,Signal 1) - Input	 	 
Title1:	Working : Input : Input : FFT Analyzer4	 	 
	 	 	 
	 	 	 
	 	 	 
ZoomOn:	True	 	 
	 	 	 
TemplateName:	Working	 	 
MeasurementName:	Input	 	 
MeasurementSlice:	False	 	 
	 	 	 
	 	 	 
	 	 	 
EnvelopeOn:	False	 	 
	 	 	 
	 	 	 
	 	 	 
Z-index:	 	1	 
Date:	 	14-07-2026	 
Time:	 	16:57:38:522	 
Relative time:	 	  0,00000e+00	 
Z-axis:	 	  0,0000000000e+00	 
1	  0,0000000000e+00	 -1,27557e-04	 -1,75026e-08
2	  2,0000000000e+00	  3,24639e-04	 -4,67963e-04
3	  4,0000000000e+00	 -1,16682e-03	 -1,34872e-03
4	  6,0000000000e+00	 -4,30574e-03	  2,65798e-04
5	  8,0000000000e+00	 -2,04969e-03	  5,48444e-04
6	  1,0000000000e+01	 -1,40178e-02	  7,92214e-03
7	  1,2000000000e+01	 -1,44200e-02	  9,91524e-03
8	  1,4000000000e+01	 -1,00154e-02	  1,06176e-03
9	  1,6000000000e+01	 -8,85627e-03	  1,03512e-02
10	  1,8000000000e+01	 -4,26167e-03	  9,64740e-03
11	  2,0000000000e+01	 -8,17134e-03	  4,10669e-03
12	  2,2000000000e+01	  5,03157e-03	  1,25377e-02
13	  2,4000000000e+01	  9,11687e-03	  7,30667e-03
14	  2,6000000000e+01	  3,51160e-03	 -6,68435e-04
15	  2,8000000000e+01	 -6,79416e-03	 -3,34603e-04
16	  3,0000000000e+01	 -6,90422e-03	  1,48884e-03
17	  3,2000000000e+01	 -4,48225e-03	 -8,29922e-03
18	  3,4000000000e+01	 -8,30995e-03	 -9,53601e-03
19	  3,6000000000e+01	 -1,17536e-02	 -4,67592e-03
20	  3,8000000000e+01	 -1,68546e-02	 -5,80600e-03
21	  4,0000000000e+01	 -7,49152e-03	 -1,17727e-02
22	  4,2000000000e+01	 -6,78877e-03	 -9,91675e-03
23	  4,4000000000e+01	 -1,44083e-02	 -1,01444e-02
24	  4,6000000000e+01	 -1,67115e-02	 -7,33951e-03
25	  4,8000000000e+01	 -2,79475e-02	 -1,11294e-02
26	  5,0000000000e+01	 -2,73487e-02	 -7,58690e-03
27	  5,2000000000e+01	 -2,33584e-02	 -6,68686e-03
28	  5,4000000000e+01	 -2,59378e-02	 -1,07063e-02
29	  5,6000000000e+01	 -3,58297e-02	 -3,53634e-03
30	  5,8000000000e+01	 -4,43571e-02	  2,21698e-04
31	  6,0000000000e+01	 -5,00002e-02	  5,03346e-03
32	  6,2000000000e+01	 -5,21620e-02	  3,85717e-03
33	  6,4000000000e+01	 -5,70269e-02	  1,70502e-03
34	  6,6000000000e+01	 -6,34870e-02	  1,07521e-02
35	  6,8000000000e+01	 -6,50874e-02	  2,13889e-02
36	  7,0000000000e+01	 -6,45271e-02	  2,50675e-02
37	  7,2000000000e+01	 -6,48381e-02	  4,01134e-02
38	  7,4000000000e+01	 -6,91208e-02	  4,85863e-02
39	  7,6000000000e+01	 -6,86542e-02	  5,47461e-02
40	  7,8000000000e+01	 -6,72352e-02	  5,95942e-02
41	  8,0000000000e+01	 -6,50145e-02	  5,63261e-02
